"Graner handcuffed him to the bars of a cell window and left him there , feet dangling off the floor , for nearly five hours .",1.0,left,has part
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Interstate / Johnson Lane Inc. this year adds 70 people -- 60 of them in retail -- to its 1,300 - member staff .",1.0,adds,developer
"Trek previously made only traditional road bikes , but `` it did n't take a rocket scientist to change a road bike into a mountain bike , '' says Trek 's president , Dick Burke .",1.0,made,developer
"Charles O. Givens of Mount Vernon , Ind. - investment broker , ex - accountant , and son of a former stable owner - bred Tennessee Walking Horses for six years , raised cattle for four , and never made a profit on either .",1.0,bred,instance of
"Charles O. Givens of Mount Vernon , Ind. - investment broker , ex - accountant , and son of a former stable owner - bred Tennessee Walking Horses for six years , raised cattle for four , and never made a profit on either .",1.0,made,platform
Mr. Baker heads the Kentucky Association of Science Educators and Skeptics .,1.0,heads the Kentucky Association of,notable work
Declining issues outnumbered advancers 551 to 349 ; 224 issues were unchanged .,1.0,outnumbered,followed by
Declining issues outnumbered advancers 551 to 349 ; 224 issues were unchanged .,1.0,outnumbered,followed by
"Moreover , such a sale could help Armstrong reassure its investors and deter the Belzbergs , who own a 9.85 % stake in the Lancaster , Pa. , company .",1.0,reassure,platform
"Moreover , such a sale could help Armstrong reassure its investors and deter the Belzbergs , who own a 9.85 % stake in the Lancaster , Pa. , company .",1.0,deter,developer
"Moreover , such a sale could help Armstrong reassure its investors and deter the Belzbergs , who own a 9.85 % stake in the Lancaster , Pa. , company .",1.0,own,developer
"He showed up with a carpenter 's level , carefully measured every surface and showed how the apparent shrinkage was caused by the perspective .",1.0,was caused by,follows
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,is also located on,location
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,is also located on,location
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,is also located on,location
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,located on a chapel on,part of
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,located on a chapel on,part of
"A cafeteria is also located on the sixth floor , a chapel on the 14th floor , and a study hall on the 15th floor .",1.0,is also located on,location
"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",1.0,is not derived from,said to be the same as
"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",1.0,derived from the region of,has part
"As a result , the lower river had to be dredged three times in two years .",1.0,be dredged,follows
"As a result , the lower river had to be dredged three times in two years .",1.0,be dredged,follows
"Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .",1.0,fought,has part
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .,1.0,fulfilled,developer
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .,1.0,was erecting,developer
Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .,1.0,filed,developer
"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",1.0,was being based in,licensed to broadcast to
"Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .",1.0,was being based in,licensed to broadcast to
During the morning and evening rush hours some services run direct to/from Paddington and Reading .,1.0,run,follows
"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",1.0,banned,main subject
"From the start of the first semester of 2010 , the University banned smoking on any of its property , including inside and outside buildings in areas that were once designated as smoking areas .",1.0,were once designated as,part of
"He finds himself in a desert as a group of Neo Arcadians surround him , ending the game .",1.0,are ending,platform
"Historically , Aiseau was a village dedicated to agriculture , logging , but also to the industry .",1.0,was dedicated to,has part
"However , when the antigenicities of the seed strains and wild viruses do not match , vaccines fail to protect the vaccinees .",1.0,fail to protect,platform
"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",1.0,points in,has part
"If the second excitation pulse is sent prematurely before the relaxation is complete , the average magnetization vector still points in a nonparallel direction , giving suboptimal absorption and emission of the pulse .",1.0,is giving,followed by
"In 1972 , researchers found metallic conductivity in the charge-transfer complex TTF-TCNQ .",1.0,found,follows
"In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .",1.0,announced,developer
"In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .",1.0,announced,developer
"In 2007 , Sun announced `` Project Indiana '' with several goals , including providing an open source binary distribution of the OpenSolaris project , replacing SXDE .",1.0,was replacing,followed by
"In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .",1.0,co-opted a photograph of,developer
"In 2010 , scam websites co-opted a photograph of her to promote health treatments , the ubiquitous `` 1 weird old tip '' belly fat diets , and penny auctions , unauthorized usage of which Theuriau was initially unaware .",1.0,was initially unaware was,developer
"In Canada , there are two organizations that regulate university and collegiate athletics .",1.0,regulate,applies to jurisdiction
"In a news post , Holkins stated that he reserved the right to bring Carl back any time Krahulik goes to France .",1.0,goes to,developer
"In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in the same territory .",1.0,occupies,has part
"In a typical case of substrate interference , a Language A occupies a given territory and another Language B arrives in the same territory .",1.0,arrives in,followed by
"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",1.0,was seeing Hauptmann in,has part
"In fact , Condon , after seeing Hauptmann in a lineup at New York Police Department Greenwich Street Station told FBI Special Agent Turrou that Hauptmann was not `` John , '' the man to whom Condon claimed he passed the ransom money to in St. Raymond 's Cemetery .",1.0,was seeing Hauptmann in,has part
"In order to support planned TRAX expansion , UTA ordered 77 Siemens S70 light rail vehicles from Siemens AG .",1.0,ordered,follows
"Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursue a lifelong career in medicine , assuring financial security , and it seems that at this point Keats had a genuine desire to become a doctor .",1.0,led,developer
"Keats 's long and expensive medical training with Hammond and at Guy 's Hospital led his family to assume he would pursue a lifelong career in medicine , assuring financial security , and it seems that at this point Keats had a genuine desire to become a doctor .",1.0,were assuring,developer
"Kim graduated from Ballard High School in Louisville , Kentucky , in 1989 and from Oberlin College in Ohio in 1993 where he double-majored in Government and English and played for the varsity lacrosse team .",1.0,graduated from Ballard High School in,has part
"Lemmy believes that if Will Reid Dick had not been there , they could have worked through the problems , but ended up exchanging a few words and Clarke left the studio .",1.0,left,has part
"Males had a median income of $ 36,016 versus $ 32,679 for females .",1.0,had a median income of,sibling
"Models , taking into account the size and room number of the barrack blocks in the Gorgan Wall forts and likely occupation density , produce figures between 15,000 and 36,000 soldiers .",1.0,produce figures between,followed by
"Models , taking into account the size and room number of the barrack blocks in the Gorgan Wall forts and likely occupation density , produce figures between 15,000 and 36,000 soldiers .",1.0,blocks in,has part
Modernity has been blended without sacrificing on the traditional Buddhist ethos .,1.0,has been blended without sacrificing,followed by
"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape .",1.0,retains the basic features of,platform
"Originally , Hank McCoy retains the basic features of a normal human alongside a generally simian physiology equivalent to that of a Great Ape .",1.0,retains the basic features of,platform
Pakistan Chrome Mines Ltd. is a mining company incorporated in the Islamic Republic of Pakistan .,1.0,was incorporated in the Islamic Republic of,owned by
Parental investment is any expenditure of resources to benefit one offspring .,1.0,is any expenditure of,followed by
"Plants have been planted marking parts of the foundations of the castle , so the positions of some of the buildings can still be inferred .",1.0,have been planted marking parts of,followed by
"Scarpetta returns to Virginia in `` Trace '' , convincing herself that she was fired from her position , at the request of her replacement , Dr. Joel Marcus .",1.0,returns to,platform
"Shea was born on September 5 , 1900 in San Francisco , California .",1.0,was born on,sibling
"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",1.0,flew through,has part
"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",1.0,flew through,has part
"Superboy-Prime , seeing an opportunity to defeat the now-weakened Anti-Monitor , flew through the Anti-Monitor 's chest and hurled his shattered body into space .",1.0,hurled,has part
The 2nd Battalion of the 13th Light Infantry was raised at Winchester in January 1858 .,1.0,was raised at,headquarters location
"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .",1.0,is a federal law enforcement organization within,subsidiary
"The Bureau of Alcohol , Tobacco , Firearms and Explosives , formed in 1886 , is a federal law enforcement organization within the United States Department of Justice .",1.0,is formed in,subsidiary
"The CRZ was organized by the Nepal and Indian members of the Naxalite movement , in a meeting at Siliguri in the Indian State of West Bengal during August 2001 .",1.0,was organized by,publisher
"The Steinbrenner family added a monument to Monument Park on September 20 , 2010 to honor Steinbrenner .",1.0,added,developer
"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",1.0,runs,operating system
"The Summer Programs Office runs these programs , and many Wardlaw-Hartridge Students attend camp or classes over the summer .",1.0,attend,developer
The Triple-A Baseball National Championship Game was established in 2006 .,1.0,was established in,league
The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,1.0,ended in,has part
The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,1.0,call,operating system
The Wilbur Cross Highway formerly ended in Sturbridge ; locals sometimes call Haynes Street and portions of Mashapaug Road `` Old Route 15 '' .,1.0,call portions of,follows
The canal was dammed off from the river for most of the construction period .,1.0,was dammed,followed by
"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",1.0,was founded by the Western Town Lot Company in,headquarters location
"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",1.0,was founded by the Western Town Lot Company in,headquarters location
"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",1.0,was named,located in the administrative territorial entity
"The city was founded by the Western Town Lot Company in 1880 , and originally named Nordland , with the platted streets given Norwegian names .",1.0,were given,has part
The community is served by the United States Postal Service Hinsdale Post Office .,1.0,is served by,headquarters location
"The ensemble also has extensive recordings with Deutsche Grammophon , Dorian Recordings , Newport Classic , Navona Records , and under their own label .",1.0,has extensive recordings with,record label
The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1.0,would have important consequences in,follows
The failure of 1st Armored to arrive intact and deploy as a single entity would have important consequences in later action against German forces in Tunisia .,1.0,would have important consequences in,follows
The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,1.0,would be added to,followed by
The first five laps would be added to the second part of the race and the overall result would be decided on aggregate .,1.0,would be decided on,has part
"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",1.0,featured,performer
"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",1.0,played,participant
"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",1.0,played,participant
"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",1.0,played,participant
"The following tour featured extensive dates in East Asia , where the group played Tokyo , Osaka , Fukuoka , and Southeast Asia including Jakarta , Manila as well as Singapore and Guam .",1.0,played,participant
The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,1.0,sponsored,owned by
The insurer sponsored the golf tournament known as the New Orleans Open beginning in 1981 .,1.0,was known as,developer
"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",1.0,is open from,has part
"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",1.0,were starting in the end of,platform
"The lodge is open from mid-May to mid-October , with two weeks starting in the end of August reserved for the Dartmouth First-Year Trips .",1.0,was reserved for,platform
The pillars in a line on its both sides are according to Doric or Greek style and their decorations are according to the Meenakshi Temple at Madurai in Tamil Nadu .,1.0,are according to the Meenakshi Temple at,has part
"The race is in mixed eights , and usually held in late February / early March .",1.0,held in,location
The rapids at the head of the South Fork were removed in 1908 .,1.0,were removed in,followed by
"The redesigned 2006 Ram SRT-10 came in Mineral Gray Metallic , Inferno Red , and Brilliant Black Crystal Clear Coat .",1.0,came in,followed by
The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,1.0,can be strained through,follows
The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,1.0,was lined sieve as,follows
The residue can be reprocessed for more dripping and strained through a cheesecloth lined sieve as an ingredient for a fine beef stock .,1.0,was lined sieve as,follows
"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",1.0,reach,developer
"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",1.0,attempts to phone,has part
"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",1.0,devours,characters
"The rest of the group reach a small shop , where Brady attempts to phone the Sheriff , but the crocodile breaks through a wall and devours Annabelle .",1.0,breaks through,has part
"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",1.0,shouting,has part
"The riders climbed off and began walking , shouting protests in general and in particular abuse at the race doctor , Pierre Dumas , whom some demanded should also take a test to see if he 'd been drinking wine or taking aspirin to make his own job easier .",1.0,taking aspirin to,platform
The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,1.0,has,has part
The station has a concourse and ticket office area which was internally redesigned and reopened in mid-2012 .,1.0,was internally redesigned and reopened in,followed by
"The third known version is part number 2189014-00-212 , with at least one model being produced in February 1993 .",1.0,was being produced in,manufacturer
"Then the fillets are put in a mix of olive oil , vinegar , sugar , garlic , chill peppers , and lots of parsley or celery .",1.0,are put in a mix of,followed by
"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",1.0,had children under,child
"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",1.0,were married,spouse
"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",1.0,had a female householder with,participant of
"There were 47,604 households out of which 35.00 % had children under the age of 18 living with them , 56.30 % were married couples living together , 7.50 % had a female householder with no husband present , and 32.50 % were non-families .",1.0,had a female householder with,participant of
"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",1.0,were aided and encouraged by,has part
"These were often related to European conflict , as the Stuart Pretenders were aided and encouraged by Britain 's continental enemies for their own ends .",1.0,were aided and encouraged by,has part
This engine was equipped with an electronically controlled carburetor .,1.0,was equipped with,follows
"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",1.0,was one of,followed by
"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",1.0,was introduced in,platform
"When civilian government was introduced in Romblon by the Americans in 16 March 1901 , Banton was one of 11 new municipalities reinstated or created .",1.0,was introduced in,platform
"With no assigned task , the Cosmos expressed concern for what Battra might do .",1.0,expressed concern for,developer
"Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''",1.0,have been watching a group of,operating system
"Although Heathrow authorities have been watching a group of allegedly crooked baggage handlers for some time , the Gauguin may be `` lost . ''",1.0,have been watching a group of,operating system
"Although Mr. Azoff wo n't produce films at first , it is possible that he could do so later , the sources said .",1.0,produce,developer
"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",1.0,was still listening to,operating system
"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",1.0,was expected to clarify,publisher
"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",1.0,drew to,follows
"As the London trading session drew to a close , the market was still listening to the parliamentary debate on the economy , with new Chancellor of the Exchequer John Major expected to clarify his approach to the British economy and currency issues .",1.0,was new Chancellor of,head of government
"Because patients require less attention from nurses and other staff , room charges are lower -- about $ 100 less per day than a regular room at the Vermont hospital .",1.0,require,main subject
"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",1.0,required under,follows
"Considered as a whole , Mr. Lane said , the filings required under the proposed rules `` will be at least as effective , if not more so , for investors following transactions . ''",1.0,required under,follows
"Crouched at shortstop , Bert Campaneris , once Oakland 's master thief , effortlessly scoops up a groundball and flips it to second .",1.0,is crouched at,part of
"Crouched at shortstop , Bert Campaneris , once Oakland 's master thief , effortlessly scoops up a groundball and flips it to second .",1.0,scoops,has part
"Despite the modest gains , traders said the market remains dull , with investors remaining cautiously on the sidelines .",1.0,are remaining cautiously on,platform
"Edison Brothers Stores Inc. said it agreed to buy 229 Foxmoor women 's apparel stores from Foxmoor Specialty Stores Corp. , a unit of Dylex Ltd. of Toronto .",1.0,were a unit of,owned by
Few people in the advertising business have raised as many hackles as Alvin A. Achenbaum .,1.0,have raised as,developer
"For example , a passenger can fly from Chardon , Neb. , to Denver for as little as $ 89 to $ 109 , according to prices quoted by the company .",1.0,can fly from,operating system
"For example , a passenger can fly from Chardon , Neb. , to Denver for as little as $ 89 to $ 109 , according to prices quoted by the company .",1.0,were quoted by,publisher
"Hani Zayadi was appointed president and chief executive officer of this financially troubled department store chain , effective Nov. 15 , succeeding Frank Robertson , who is retiring early .",1.0,was appointed,successful candidate
"Hani Zayadi was appointed president and chief executive officer of this financially troubled department store chain , effective Nov. 15 , succeeding Frank Robertson , who is retiring early .",1.0,were succeeding,followed by
Hungary 's Parliament voted to hold a national referendum on an election to fill the new post of president .,1.0,voted to hold,applies to jurisdiction
"In Japan , those functions account for only about a third of the software market .",1.0,account for,platform
"It was the most active of the 100 - share index at 8.3 million shares , 6.5 million of which were traded by midday .",1.0,were traded by,owned by
Japanese office workers use PCs at half the rate of their European counterparts and one - third that of the Americans .,1.0,use,operating system
Labor costs are climbing at a far more rapid pace in the health care industry than in other industries .,1.0,are climbing at,platform
Labor costs are climbing at a far more rapid pace in the health care industry than in other industries .,1.0,are climbing at,platform
"Meanwhile , at home , Mitsubishi has control of some major projects .",1.0,has control of,developer
"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",1.0,are banned from providing,developer
"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",1.0,-LRB-,developer
"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",1.0,-LRB-,developer
"Medical cooperatives , among the most successful in the U.S.S.R. , are banned from providing general - practitioner services ( their main source of income ) , carrying out surgery , and treating cancer patients , drug addicts and pregnant women .",1.0,-LRB-,developer
Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .,1.0,fires the starting pistol for,platform
Mr. Ridley 's decision fires the starting pistol for perhaps a costly contest between the world 's auto giants for Britain 's leading luxury - car maker .,1.0,fires the starting pistol for,platform
Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .,1.0,has,developer
Mr. Stoll suspected the intruder was one of those precocious students who has fun breaking into computers .,1.0,is breaking into,platform
"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",1.0,announced,publisher
"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",1.0,was one of,subsidiary
"Prime Minister Lee Kuan Yew , Singapore 's leader and one of Asia 's leading statesmen for 30 years , recently announced his intention to retire next year -- though not necessarily to end his influence .",1.0,was one of,subsidiary
Repeat customers also can purchase luxury items at reduced prices .,1.0,can purchase,operating system
"Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .",1.0,examined,has part
"Richard Newsom , a California state official who last year examined Lincoln 's parent , American Continental Corp. , said he also saw evidence that crimes had been committed .",1.0,examined,has part
The Chemical spokeswoman said the bank has examined its methodologies and internal controls .,1.0,has examined,developer
"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",1.0,asks the court to,main subject
"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",1.0,recover the amount from,developer
"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",1.0,is jointly responsible for,developer
"The Lone Star Steel lawsuit also asks the court to rule that Lone Star Technologies is jointly responsible for a $ 4.5 million Lone Star Steel pension payment that was due , but was n't paid , in September and that the parent company ca n't recover the amount from its subsidiary if the parent company makes the payment .",1.0,recover the amount from,developer
The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,1.0,failed to set,follows
The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,1.0,failed to make,follows
The National Transportation Safety Board ruled that pilots failed to set the plane 's wing flaps and slats properly for takeoff and failed to make mandatory preflight checks that would have detected the error .,1.0,would have detected,operating system
The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,1.0,rose slightly from,followed by
The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,1.0,rose slightly from,followed by
The discount rate on three - month Treasury bills rose slightly from the average rate at Monday 's auction to 7.79 % for a bond - equivalent yield of 8.04 % .,1.0,rose slightly from,followed by
The effect is that lawsuits that might have been barred because they were filed too late could proceed because of the one - year extension .,1.0,could proceed because of,main subject
"The executives had profited handsomely by building American National Can Co. , Triangle 's chief asset .",1.0,had profited handsomely by building,developer
"The market 's tempo was helped by the dollar 's resiliency , he said .",1.0,was helped by,developer
The office may also be able to advise foreign and multinational clients on international law and general matters .,1.0,be able to advise,developer
"This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .",1.0,announced,publisher
"This week , New York City announced a 10 - point policy patterned on the federal bill of rights for taxpayers .",1.0,announced,publisher
"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .",1.0,agreed to sell,subsidiary
"USG Corp. agreed to sell its headquarters building here to Manufacturers Life Insurance Co. of Toronto , and will lease the 19 - story facility until it moves to a new quarters in 1992 .",1.0,will lease,subsidiary
"`` Business across the country is spending more time addressing this issue , '' says Sen. Edward Kennedy ( D. , Mass . ) .",1.0,is spending,main subject
"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",1.0,may have to slow,platform
"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",1.0,dump acquired assets through,platform
"`` If working capital financing is not provided , '' he said , `` the RTC may have to slow { S&L sales } or dump acquired assets through fire sales .",1.0,dump acquired assets through,platform
